mergesort,10,0.000462
mergesort,10,0.000383
mergesort,10,0.000388
mergesort,10,0.00038
mergesort,10,0.000384
mergesort,10,0.00038
mergesort,10,0.000385
mergesort,10,0.000384
mergesort,10,0.000379
mergesort,10,0.000399
mergesort,11,0.000827
mergesort,11,0.00037
mergesort,11,0.000297
mergesort,11,0.000289
mergesort,11,0.000301
mergesort,11,0.000297
mergesort,11,0.000291
mergesort,11,0.000294
mergesort,11,0.000291
mergesort,11,0.000291
mergesort,12,0.000654
mergesort,12,0.000687
mergesort,12,0.000621
mergesort,12,0.00062
mergesort,12,0.000619
mergesort,12,0.000615
mergesort,12,0.000622
mergesort,12,0.000636
mergesort,12,0.000617
mergesort,12,0.000621
mergesort,13,0.001301
mergesort,13,0.001321
mergesort,13,0.001309
mergesort,13,0.001312
mergesort,13,0.00132
mergesort,13,0.001308
mergesort,13,0.00133
mergesort,13,0.001348
mergesort,13,0.001311
mergesort,13,0.001324
mergesort,14,0.002798
mergesort,14,0.002738
mergesort,14,0.002734
mergesort,14,0.002744
mergesort,14,0.002755
mergesort,14,0.00275
mergesort,14,0.002731
mergesort,14,0.002733
mergesort,14,0.002743
mergesort,14,0.002712
mergesort,15,0.005654
mergesort,15,0.005697
mergesort,15,0.005697
mergesort,15,0.005639
mergesort,15,0.005677
mergesort,15,0.005686
mergesort,15,0.005697
mergesort,15,0.005717
mergesort,15,0.00571
mergesort,15,0.005642
mergesort,16,0.011786
mergesort,16,0.011667
mergesort,16,0.011685
mergesort,16,0.011759
mergesort,16,0.011763
mergesort,16,0.011724
mergesort,16,0.011746
mergesort,16,0.011695
mergesort,16,0.011708
mergesort,16,0.011671
mergesort,17,0.024167
mergesort,17,0.024304
mergesort,17,0.024173
mergesort,17,0.024254
mergesort,17,0.024231
mergesort,17,0.024257
mergesort,17,0.02416
mergesort,17,0.024204
mergesort,17,0.024124
mergesort,17,0.024263
mergesort,18,0.049754
mergesort,18,0.04986
mergesort,18,0.049784
mergesort,18,0.049924
mergesort,18,0.049908
mergesort,18,0.049887
mergesort,18,0.04974
mergesort,18,0.049867
mergesort,18,0.04973
mergesort,18,0.049753
mergesort,19,0.102145
mergesort,19,0.102318
mergesort,19,0.102331
mergesort,19,0.10238
mergesort,19,0.101905
mergesort,19,0.10207
mergesort,19,0.10186
mergesort,19,0.101739
mergesort,19,0.101919
mergesort,19,0.101996
mergesort,20,0.209624
mergesort,20,0.20928
mergesort,20,0.209507
mergesort,20,0.209649
mergesort,20,0.20882
mergesort,20,0.209863
mergesort,20,0.209445
mergesort,20,0.209249
mergesort,20,0.209621
mergesort,20,0.209416
mergesort,21,0.431258
mergesort,21,0.430121
mergesort,21,0.43028
mergesort,21,0.431239
mergesort,21,0.430983
mergesort,21,0.430363
mergesort,21,0.431163
mergesort,21,0.431935
mergesort,21,0.431899
mergesort,21,0.432245
mergesort,22,0.885359
mergesort,22,0.893928
mergesort,22,0.958243
mergesort,22,1.02435
