16777216 treap_insert,24,32.7328
16777216 treap_find,24,0.000732
16777216 treap_insert,24,30.9107
16777216 treap_find,24,0.001221
16777216 treap_insert,24,30.8456
16777216 treap_find,24,0.000933
16777216 treap_insert,24,30.8781
16777216 treap_find,24,0.00119
16777216 treap_insert,24,30.7532
16777216 treap_find,24,0.000729
16777216 treap_insert,24,30.9864
16777216 treap_find,24,0.002105
16777216 treap_insert,24,30.3413
16777216 treap_find,24,0.000733
16777216 treap_insert,24,30.6559
16777216 treap_find,24,0.000752
16777216 treap_insert,24,31.107
16777216 treap_find,24,0.000735
